"","state","district","office","candidate_republican","candidate_democrat","total_votes_republican","total_votes_democrat","gender_rep","gender_dem"
"297","Arkansas","District 42","State Representative","Linda Dyson","Mark W. Perry",2998,4039,"female","male"
"298","Arkansas","District 46","State Representative","Les Eaves","No candidate",6997,0,"male","N/A"
"299","Arkansas","District 47","State Representative","Craig Christiansen","Michael John Gray",3650,3548,"male","male"
"300","Arkansas","District 49","State Representative","Steve Hollowell","Howard (Jr.) Smith, II",5261,3116,"male","male"
"301","Arkansas","District 5","State Representative","Wade Andrews","David Fielding",3225,4254,"male","male"
"302","Arkansas","District 54","State Representative","Johnny Rye","Austin W. Jones",5486,1741,"male","male"
"303","Arkansas","District 55","State Representative","Gary Tobar","Monte Hodges",2406,3878,"male","male"
"304","Arkansas","District 56","State Representative","Joe Jett","Ryan Carter",5794,1889,"male","male"
"305","Arkansas","District 61","State Representative","Marsh Davis","Scott Baltz",4792,4673,"male","male"
"306","Arkansas","District 65","State Representative","Rick Beck","Michael J. Roetzel",6011,2988,"male","male"
"307","Arkansas","District 67","State Representative","Stephen Meeks","No candidate",8559,0,"male","N/A"
"308","Arkansas","District 69","State Representative","Aaron Pilkington","Eddie L. King",5034,3595,"male","male"
"309","Arkansas","District 70","State Representative","Spencer Hawks","Alderman Andy Hawkins",5998,4798,"male","Unknown"
"310","Arkansas","District 71","State Representative","Joe Cloud","Nathan George",4749,2562,"male","male"
"311","Arkansas","District 73","State Representative","Mary Bentley","Dana Bonham",5355,1716,"female","female"
"312","Arkansas","District 77","State Representative","Justin Boyd","Luke Pruitt",4716,2984,"male","male"
"313","Arkansas","District 80","State Representative","Charlene Fite","Lou Reed Sharp",6397,2647,"female","female"
"314","Arkansas","District 81","State Representative","Bruce Coleman","Donald R. McKinney",6627,2538,"male","male"
"315","Arkansas","District 84","State Representative","Charlie Collins","Denise Garner",6032,7497,"male","female"
"316","Arkansas","District 87","State Representative","Robin Lundstrum","Kelly Scott Unger",6660,2815,"female","female"
"317","Arkansas","District 89","State Representative","Jeff Williams","Megan Godfrey",1830,1859,"male","female"
"318","Arkansas","District 90","State Representative","Jana Della Rosa","Kati McFarland",7426,3790,"female","female"
"319","Arkansas","District 92","State Representative","Gayla Hendren McKenzie","No candidate",8988,0,"female","N/A"
"320","Arkansas","District 93","State Representative","Jim Dotson","Gayatri Jane Agnew",6660,4833,"male","female"
"321","Arkansas","District 94","State Representative","Rebecca Petty","Jene Huffman-Gilreath",3972,3099,"female","female"
"322","Arkansas","District 95","State Representative","Austin McCollum","Celeste Williams",7498,3968,"male","female"
"323","Arkansas","District 96","State Representative","Grant Hodges","Christie Craig",5614,2840,"male","female"
"324","Arkansas","District 97","State Representative","Harlan Breaux","Gary L. Morris",6644,4563,"male","male"
"325","California","District 1","State Assembly Member","Brian Dahle","Caleen Sisk",250454,146898,"male","female"
"326","California","District 10","State Assembly Member","No candidate","Dan Monte",0,109516,"N/A","male"
"327","California","District 10","State Assembly Member","No candidate","Marc Levine",0,278100,"N/A","male"
"328","California","District 10","State Senator","Victor G. San Vicente","Bob Wieckowski",132312,410478,"male","male"
"329","California","District 11","State Assembly Member","Lisa Romero","Jim Frazier",120670,192508,"female","male"
"330","California","District 12","State Assembly Member","Heath Flora","Robert D. Chase",188808,125622,"male","male"
"331","California","District 12","State Senator","Rob Poythress","Anna Caballero",185382,220772,"male","female"
"332","California","District 13","State Assembly Member","Antonio M. Garcia","Susan Talamantes Eggman",79064,149626,"male","female"
"333","California","District 14","State Assembly Member","No candidate","Aasim Yahya",0,86584,"N/A","male"
"334","California","District 14","State Assembly Member","No candidate","Tim Grayson",0,218216,"N/A","male"
"335","California","District 14","State Senator","Andy Vidak","Melissa Hurtado",128262,161884,"male","female"
"336","California","District 15","State Assembly Member","No candidate","Buffy Wicks",0,209166,"N/A","female"
"337","California","District 15","State Assembly Member","No candidate","Jovanka Beckles",0,180810,"N/A","female"
"338","California","District 16","State Assembly Member","Catharine Baker","Rebecca Bauer-Kahan",213366,222444,"female","female"
"339","California","District 16","State Senator","Shannon Grove","Ruth Musser-Lopez",339428,189158,"female","female"
"340","California","District 17","State Assembly Member","No candidate","Alejandro Fernandez",0,90966,"N/A","male"
"341","California","District 17","State Assembly Member","No candidate","David Chiu",0,280762,"N/A","male"
"342","California","District 18","State Assembly Member","Stephen Slauson","Rob Bonta",37788,301724,"male","male"
"343","California","District 18","State Senator","Rudy Melendez","Bob Hertzberg",109776,391246,"male","male"
"344","California","District 19","State Assembly Member","Keith Bogdon","Phil Ting",60098,309410,"male","male"
"345","California","District 2","State Assembly Member","Matt Heath","Jim Wood",113098,256888,"male","male"
"346","California","District 2","State Senator","No candidate","Mike McGuire",0,467376,"N/A","male"
"347","California","District 2","State Senator","No candidate","Veronica """"Roni"""" Jacobi",0,228368,"N/A","female"
"348","California","District 20","State Assembly Member","Joseph Grcar","Bill Quirk",61726,211696,"male","male"
"349","California","District 20","State Senator","Matthew Munson","Connie Leyva",121156,275496,"male","female"
"350","California","District 21","State Assembly Member","No candidate","Adam C. Gray",0,148640,"N/A","male"
"351","California","District 22","State Assembly Member","Christina Laskowski","Kevin Mullin",87854,290394,"female","male"
"352","California","District 22","State Senator","No candidate","Mike Eng",0,186036,"N/A","male"
"353","California","District 22","State Senator","No candidate","Susan Rubio",0,203872,"N/A","female"
"354","California","District 23","State Assembly Member","Jim Patterson","Aileen Rizo",197578,134886,"male","female"
"355","California","District 24","State Assembly Member","Alex Glew","Marc Berman",82626,270610,"male","male"
"356","California","District 24","State Senator","No candidate","Maria Elena Durazo",0,278946,"N/A","female"
"357","California","District 24","State Senator","No candidate","Peter Choi",0,138320,"N/A","male"
"358","California","District 25","State Assembly Member","Bob Brunton","Kansen Chu",68386,197224,"male","Unknown"
"359","California","District 26","State Assembly Member","Devon Mathis","Jose Sigala",125258,91116,"male","male"
"360","California","District 26","State Senator","No candidate","Ben Allen",0,597218,"N/A","male"
"361","California","District 27","State Assembly Member","G. Burt Lancaster","Ash Kalra",55980,180136,"Unknown","male"
"362","California","District 28","State Assembly Member","Michael L. Snyder","Evan Low",106390,261630,"male","male"
"363","California","District 28","State Senator","Jeff Stone","Joy Silver",302040,283584,"male","female"
"364","California","District 29","State Assembly Member","Vicki L. Nohrden","Mark Stone",115428,294474,"female","male"
"365","California","District 3","State Assembly Member","James Gallagher","Sonia Aery",191572,126890,"male","female"
"366","California","District 30","State Assembly Member","Neil G. Kitchens","Robert Rivas",77438,166324,"male","male"
"367","California","District 30","State Senator","No candidate","Holly J. Mitchell",0,461246,"N/A","female"
"368","California","District 31","State Assembly Member","Lupe Espinoza","Joaquin Arambula",59542,109842,"female","male"
"369","California","District 32","State Assembly Member","Justin Mendes","Rudy Salas",60178,78656,"male","male"
"370","California","District 32","State Senator","Rita Topalian","Bob J. Archuleta",175040,354108,"female","male"
"371","California","District 33","State Assembly Member","Jay Obernolte","Socorro Cisneros",144218,95206,"male","female"
"372","California","District 34","State Assembly Member","Vince Fong","Nick Nicita",206692,86096,"male","male"
"373","California","District 34","State Senator","Janet Nguyen","Tom Umberg",263946,270124,"female","male"
"374","California","District 35","State Assembly Member","Jordan Cunningham","Bill Ostrander",195498,153988,"male","male"
"375","California","District 36","State Assembly Member","Tom Lackey","Steve Fox",133168,122620,"male","male"
"376","California","District 36","State Senator","Patricia C. 'Pat' Bates","Marggie Castellano",407214,382784,"female","female"
"377","California","District 37","State Assembly Member","No candidate","David L. Norrdin",0,63044,"N/A","male"
"378","California","District 37","State Assembly Member","No candidate","S. Monique Limon",0,259070,"N/A","Unknown"
"379","California","District 38","State Assembly Member","Dante Acosta","Christy Smith",180596,191502,"male","female"
"380","California","District 38","State Senator","Brian W. Jones","Jeff Griffith",374690,332184,"male","male"
"381","California","District 39","State Assembly Member","Ricardo Antonio Benitez","Luz Maria Rivas",48936,170054,"male","female"
"382","California","District 4","State Assembly Member","No candidate","Cecilia Aguiar-Curry",0,245314,"N/A","female"
"383","California","District 4","State Senator","James Nielsen","Phillip Kim",380882,285634,"male","male"
"384","California","District 40","State Assembly Member","Henry Gomez Nickel","James C. Ramos",105492,155170,"male","male"
"385","California","District 40","State Senator","Luis R. Vargas","Ben Hueso",158414,305792,"male","male"
"386","California","District 41","State Assembly Member","No candidate","Chris Holden",0,226878,"N/A","male"
"387","California","District 42","State Assembly Member","Chad Mayes","DeniAntionette Mazingo",172666,139494,"male","Unknown"
"388","California","District 43","State Assembly Member","No candidate","Laura Friedman",0,251136,"N/A","female"
"389","California","District 44","State Assembly Member","Ronda Baldwin-Kennedy","Jacqui Irwin",133516,191244,"female","female"
"390","California","District 45","State Assembly Member","Justin M. Clark","Jesse Gabriel",91238,215514,"male","male"
"391","California","District 46","State Assembly Member","Roxanne Beckford Hoge","Adrin Nazarian",57568,219876,"female","male"
"392","California","District 47","State Assembly Member","No candidate","Eloise Reyes",0,154916,"N/A","female"
"393","California","District 48","State Assembly Member","No candidate","Blanca E. Rubio",0,180210,"N/A","female"
"394","California","District 49","State Assembly Member","Burton Brink","Ed Chau",61012,150842,"male","male"
"395","California","District 5","State Assembly Member","Frank Bigelow","Carla J. Neal",213582,142976,"male","female"
"396","California","District 50","State Assembly Member","No candidate","Richard Bloom",0,334856,"N/A","male"
"397","California","District 51","State Assembly Member","No candidate","Wendy Carrillo",0,204552,"N/A","female"
"398","California","District 52","State Assembly Member","Toni Holle","Freddie Rodriguez",64546,141014,"female","male"
"399","California","District 53","State Assembly Member","No candidate","Kevin Hee Young Jang",0,46004,"N/A","male"
"400","California","District 53","State Assembly Member","No candidate","Miguel Santiago",0,114776,"N/A","male"
"401","California","District 54","State Assembly Member","No candidate","Sydney K. Kamlager",0,191286,"N/A","female"
"402","California","District 54","State Assembly Member","No candidate","Tepring Michelle Piquado",0,115520,"N/A","Unknown"
"403","California","District 55","State Assembly Member","Phillip Chen","Gregg D. Fritchle",175856,144512,"male","male"
"404","California","District 56","State Assembly Member","Jeff Gonzalez","Eduardo Garcia",68176,125244,"male","male"
"405","California","District 57","State Assembly Member","Jessica Martinez","Ian C. Calderon",90984,168318,"female","male"
"406","California","District 58","State Assembly Member","Mike Simpfenderfer","Cristina Garcia",70602,168006,"male","female"
"407","California","District 59","State Assembly Member","No candidate","Leslie Hagan-Morgan",0,47306,"N/A","female"
