"","year","state","district","office","candidate","total_votes","vote_prop","gender","winner_party","candidate_party","race_ethnicity"
"248",2018,"Arizona","District 27","State Representative","Diego Rodriguez",31521,1,"male","Democrat","Democrat","Missing"
"249",2018,"Arizona","District 27","State Representative","Reginald Bolding",28360,1,"male","Democrat","Democrat","Missing"
"250",2018,"Arizona","District 27","State Senator","Rebecca Rios",40012,1,"female","Democrat","Democrat","Hispanic/Latina"
"251",2018,"Arizona","District 28","State Representative","Aaron Lieberman",43196,0.518808551525342,"male","Democrat","Democrat","Missing"
"252",2018,"Arizona","District 28","State Representative","Kelli Butler",48003,0.54056823684418,"female","Democrat","Democrat","White"
"253",2018,"Arizona","District 28","State Senator","Christine Porter Marsh",47011,0.498584140249658,"female","Republican","Democrat","Missing"
"254",2018,"Arizona","District 29","State Representative","Cesar Chavez",23631,1,"male","Democrat","Democrat","Missing"
"255",2018,"Arizona","District 29","State Representative","Richard Andrade",19258,1,"male","Democrat","Democrat","Missing"
"256",2018,"Arizona","District 29","State Senator","Martin J. Quezada",29003,1,"male","Democrat","Democrat","Missing"
"257",2018,"Arizona","District 3","State Representative","Alma Hernandez",34577,0.801450988572886,"female","Democrat","Democrat","Hispanic/Latina"
"258",2018,"Arizona","District 3","State Representative","Andres Cano",31482,1,"male","Democrat","Democrat","Missing"
"259",2018,"Arizona","District 3","State Senator","Sally Ann Gonzales",45529,1,"female","Democrat","Democrat","Missing"
"260",2018,"Arizona","District 30","State Representative","Raquel Teran",20831,0.628196622436671,"female","Democrat","Democrat","Hispanic/Latina"
"261",2018,"Arizona","District 30","State Representative","Robert Meza",19794,1,"male","Democrat","Democrat","Missing"
"262",2018,"Arizona","District 30","State Senator","Otoniel """"Tony"""" Navarrete",28574,1,"male","Democrat","Democrat","Missing"
"263",2018,"Arizona","District 4","State Representative","Charlene Fernandez",26541,0.761032258064516,"female","Democrat","Democrat","Hispanic/Latina"
"264",2018,"Arizona","District 4","State Representative","Geraldine """"Gerae"""" Peten",19410,1,"female","Democrat","Democrat","Missing"
"265",2018,"Arizona","District 4","State Senator","Lisa Otondo",33034,1,"female","Democrat","Democrat","White"
"266",2018,"Arizona","District 5","State Representative","Mary McCord Robinson",18566,0.321066648220524,"female","Republican","Democrat","Missing"
"267",2018,"Arizona","District 5","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"268",2018,"Arizona","District 5","State Senator","J'aime Morgaine",18530,0.2471193854689,"Unknown","Republican","Democrat","Missing"
"269",2018,"Arizona","District 6","State Representative","Bobby Tyler",37656,0.459387580822252,"male","Republican","Democrat","Missing"
"270",2018,"Arizona","District 6","State Representative","Felicia French",43737,0.491719788188472,"female","Republican","Democrat","Missing"
"271",2018,"Arizona","District 6","State Senator","Wade Carlisle",46332,0.49092989743155,"male","Republican","Democrat","Missing"
"272",2018,"Arizona","District 7","State Representative","Arlando Teller",26810,0.541758441610928,"male","Democrat","Democrat","Missing"
"273",2018,"Arizona","District 7","State Representative","Myron Tsosie",34739,1,"male","Democrat","Democrat","Missing"
"274",2018,"Arizona","District 7","State Senator","Jamescita Peshlakai",43179,0.671837560292516,"Unknown","Democrat","Democrat","Native American"
"275",2018,"Arizona","District 8","State Representative","Carmen Casillas",21171,0.426903532827875,"female","Republican","Democrat","Missing"
"276",2018,"Arizona","District 8","State Representative","Linda C Gross",19530,0.409605704697987,"female","Republican","Democrat","Missing"
"277",2018,"Arizona","District 8","State Senator","Sharon Girard",24360,0.438594911866909,"female","Republican","Democrat","Missing"
"278",2018,"Arizona","District 9","State Representative","Pamela Powers Hannley",49011,0.572397925815192,"female","Democrat","Democrat","White"
"279",2018,"Arizona","District 9","State Representative","Randall """"Randy"""" Friese",49755,1,"male","Democrat","Democrat","Missing"
"280",2018,"Arizona","District 9","State Senator","Victoria Steele",58571,0.627575566008422,"female","Democrat","Democrat","Multiracial, White/Caucasian, Native American"
"281",2018,"Arkansas","District 11","State Representative","Don Glover",3609,0.440336749633968,"male","Democrat","Democrat","Missing"
"282",2018,"Arkansas","District 12","State Representative","Chris Richey",4086,0.610488570147916,"male","Democrat","Democrat","Missing"
"283",2018,"Arkansas","District 15","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"284",2018,"Arkansas","District 17","State Representative","Vivian Flowers",4592,0.887000193162063,"female","Democrat","Democrat","Black/African American"
"285",2018,"Arkansas","District 19","State Representative","Jeremy Ross",2657,0.335183549892772,"male","Republican","Democrat","Missing"
"286",2018,"Arkansas","District 21","State Representative","Stele Wayne James",1871,0.213413938633512,"Unknown","Republican","Democrat","Missing"
"287",2018,"Arkansas","District 22","State Representative","Kevin Rogers",4390,0.346132618465663,"male","Republican","Democrat","Missing"
"288",2018,"Arkansas","District 24","State Representative","Kallen K. Peret",2913,0.300991940483571,"male","Republican","Democrat","Missing"
"289",2018,"Arkansas","District 26","State Representative","Alan Bruce Hughes",3246,0.389722655781006,"male","Republican","Democrat","Missing"
"290",2018,"Arkansas","District 28","State Representative","Dustin M. Parsons",2806,0.322380514705882,"male","Republican","Democrat","Missing"
"291",2018,"Arkansas","District 30","State Representative","Fred Allen",8281,0.863503649635036,"male","Democrat","Democrat","Missing"
"292",2018,"Arkansas","District 31","State Representative","Randy S. Haun",4707,0.327261350205103,"male","Republican","Democrat","Missing"
"293",2018,"Arkansas","District 32","State Representative","Jess Mallett",6339,0.470147593265594,"male","Republican","Democrat","Missing"
"294",2018,"Arkansas","District 35","State Representative","Andrew Collins",8099,0.596919221698113,"male","Democrat","Democrat","Missing"
"295",2018,"Arkansas","District 38","State Representative","Chase Mangiapane",5360,0.466695690030475,"male","Republican","Democrat","Missing"
"296",2018,"Arkansas","District 39","State Representative","Monica D. Ball",5082,0.455743879472693,"female","Republican","Democrat","Missing"
"297",2018,"Arkansas","District 41","State Representative","Jonathan Wayne Crossley",5422,0.460780147871165,"male","Republican","Democrat","Missing"
"298",2018,"Arkansas","District 42","State Representative","Mark W. Perry",4039,0.573966178769362,"male","Democrat","Democrat","Missing"
"299",2018,"Arkansas","District 46","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"300",2018,"Arkansas","District 47","State Representative","Michael John Gray",3548,0.492914698527369,"male","Republican","Democrat","Missing"
"301",2018,"Arkansas","District 49","State Representative","Howard (Jr.) Smith, II",3116,0.371970872627432,"male","Republican","Democrat","Missing"
"302",2018,"Arkansas","District 5","State Representative","David Fielding",4254,0.568792619334136,"male","Democrat","Democrat","Missing"
"303",2018,"Arkansas","District 54","State Representative","Austin W. Jones",1741,0.240902172409022,"male","Republican","Democrat","Missing"
"304",2018,"Arkansas","District 55","State Representative","Monte Hodges",3878,0.617122851686824,"male","Democrat","Democrat","Missing"
"305",2018,"Arkansas","District 56","State Representative","Ryan Carter",1889,0.245867499674606,"male","Republican","Democrat","Missing"
"306",2018,"Arkansas","District 61","State Representative","Scott Baltz",4673,0.493713681986265,"male","Republican","Democrat","Missing"
"307",2018,"Arkansas","District 65","State Representative","Michael J. Roetzel",2988,0.33203689298811,"male","Republican","Democrat","Missing"
"308",2018,"Arkansas","District 67","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"309",2018,"Arkansas","District 69","State Representative","Eddie L. King",3595,0.416618379881794,"male","Republican","Democrat","Missing"
"310",2018,"Arkansas","District 70","State Representative","Alderman Andy Hawkins",4798,0.444423860689144,"Unknown","Republican","Democrat","Missing"
"311",2018,"Arkansas","District 71","State Representative","Nathan George",2562,0.350430857611818,"male","Republican","Democrat","Missing"
"312",2018,"Arkansas","District 73","State Representative","Dana Bonham",1716,0.242681374628765,"female","Republican","Democrat","Missing"
"313",2018,"Arkansas","District 77","State Representative","Luke Pruitt",2984,0.374263138091057,"male","Republican","Democrat","Missing"
"314",2018,"Arkansas","District 80","State Representative","Lou Reed Sharp",2647,0.264277156549521,"female","Republican","Democrat","Missing"
"315",2018,"Arkansas","District 81","State Representative","Donald R. McKinney",2538,0.276923076923077,"male","Republican","Democrat","Missing"
"316",2018,"Arkansas","District 84","State Representative","Denise Garner",7497,0.554142952176805,"female","Democrat","Democrat","White"
"317",2018,"Arkansas","District 87","State Representative","Kelly Scott Unger",2815,0.297097625329815,"female","Republican","Democrat","Missing"
"318",2018,"Arkansas","District 89","State Representative","Megan Godfrey",1859,0.503930604499864,"female","Democrat","Democrat","White"
"319",2018,"Arkansas","District 90","State Representative","Kati McFarland",3790,0.337910128388017,"female","Republican","Democrat","Missing"
"320",2018,"Arkansas","District 92","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"321",2018,"Arkansas","District 93","State Representative","Gayatri Jane Agnew",4833,0.420516836335161,"female","Republican","Democrat","Missing"
"322",2018,"Arkansas","District 94","State Representative","Jene Huffman-Gilreath",3099,0.438268985999151,"female","Republican","Democrat","Missing"
"323",2018,"Arkansas","District 95","State Representative","Celeste Williams",3968,0.346066631780918,"female","Republican","Democrat","Missing"
"324",2018,"Arkansas","District 96","State Representative","Christie Craig",2840,0.335935651762479,"female","Republican","Democrat","Missing"
"325",2018,"Arkansas","District 97","State Representative","Gary L. Morris",4563,0.407156241634693,"male","Republican","Democrat","Missing"
"326",2018,"California","District 1","State Assembly Member","Caleen Sisk",146898,0.369692363446013,"female","Republican","Democrat","Missing"
"327",2018,"California","District 10","State Assembly Member","Dan Monte",109516,1,"male","Democrat","Democrat","Missing"
"328",2018,"California","District 10","State Assembly Member","Marc Levine",278100,1,"male","Democrat","Democrat","Missing"
"329",2018,"California","District 10","State Senator","Bob Wieckowski",410478,0.756237218813906,"male","Democrat","Democrat","Missing"
"330",2018,"California","District 11","State Assembly Member","Jim Frazier",192508,0.614691964314224,"male","Democrat","Democrat","Missing"
"331",2018,"California","District 12","State Assembly Member","Robert D. Chase",125622,0.399522946283752,"male","Republican","Democrat","Missing"
"332",2018,"California","District 12","State Senator","Anna Caballero",220772,0.543567218345751,"female","Democrat","Democrat","Hispanic/Latina"
"333",2018,"California","District 13","State Assembly Member","Susan Talamantes Eggman",149626,0.654274345183436,"female","Democrat","Democrat","Missing"
"334",2018,"California","District 14","State Assembly Member","Aasim Yahya",86584,1,"male","Democrat","Democrat","Missing"
"335",2018,"California","District 14","State Assembly Member","Tim Grayson",218216,1,"male","Democrat","Democrat","Missing"
"336",2018,"California","District 14","State Senator","Melissa Hurtado",161884,0.557939795826929,"female","Democrat","Democrat","Hispanic/Latina"
"337",2018,"California","District 15","State Assembly Member","Buffy Wicks",209166,1,"female","Democrat","Democrat","White"
"338",2018,"California","District 15","State Assembly Member","Jovanka Beckles",180810,1,"female","Democrat","Democrat","Missing"
"339",2018,"California","District 16","State Assembly Member","Rebecca Bauer-Kahan",222444,0.510415089144352,"female","Democrat","Democrat","White"
"340",2018,"California","District 16","State Senator","Ruth Musser-Lopez",189158,0.357856621249901,"female","Republican","Democrat","Missing"
