"","X","state","district","office","candidate_other","candidate_republican","candidate_democrat","total_votes_other","total_votes_republican","total_votes_democrat","vote_share_dem","vote_share_rep","vote_share_other","winner_party","gender_democrat","gender_republican","winner_gender","year"
"176",176,"Alaska","District 5","State Representative","No candidate","Kevin McKinley","Adam L. Wool",0,3057,3484,0.532640269072007,0.467359730927993,0,"Democrat","male","male","male",2018
"177",177,"Alaska","District 6","State Representative","No candidate","David M. Talerico","Ed Alexander",0,4001,2722,0.404878774356686,0.595121225643314,0,"Republican","male","male","male",2018
"178",178,"Alaska","District 7","State Representative","No candidate","Co Sullivan-Leonard","No candidate",0,5705,0,0,1,0,"Republican","N/A","Unknown","Unknown",2018
"179",179,"Alaska","District 8","State Representative","Mark Fish","Mark Neuman","James L. Chesbro",767,5126,1184,0.167302529320333,0.724318213932457,0.108379256747209,"Republican","male","male","male",2018
"180",180,"Alaska","District 9","State Representative","James A. Squyres","George Rauscher","Bill Johnson",515,5209,1962,0.255269320843091,0.677725735102784,0.0670049440541244,"Republican","male","male","male",2018
"181",181,"Alaska","District A","State Senator","No candidate","Pete Kelly","Scott Kawasaki",0,4398,4577,0.509972144846797,0.490027855153203,0,"Democrat","male","male","male",2018
"182",182,"Alaska","District C","State Senator","No candidate","Click Bishop","No candidate",0,10030,0,0,1,0,"Republican","N/A","Unknown","Unknown",2018
"183",183,"Alaska","District E","State Senator","No candidate","Michael K. Shower","Susan Kay",0,11558,3992,0.256720257234727,0.743279742765273,0,"Republican","female","male","male",2018
"184",184,"Alaska","District G","State Senator","No candidate","Lora H. Reinbold","Oliver Schiess",0,8257,4911,0.37294957472661,0.62705042527339,0,"Republican","male","female","female",2018
"185",185,"Alaska","District I","State Senator","No candidate","Jim Crawford","Elvi Gray-Jackson",0,4462,6724,0.60110852851779,0.39889147148221,0,"Democrat","male","male","male",2018
"186",186,"Alaska","District K","State Senator","No candidate","Mia Costello","Sam Cason",0,8389,6281,0.42815269256987,0.57184730743013,0,"Republican","male","female","female",2018
"187",187,"Alaska","District M","State Senator","No candidate","No candidate","Janice Park",0,0,6110,1,0,0,"Democrat","female","N/A","female",2018
"188",188,"Alaska","District O","State Senator","No candidate","Peter A. Micciche","No candidate",0,9617,0,0,1,0,"Republican","N/A","male","male",2018
"189",189,"Alaska","District Q","State Senator","Don R. Etheridge","No candidate","Jesse Kiehl",6803,0,11121,0.620453023878599,0,0.379546976121401,"Democrat","male","N/A","male",2018
"190",190,"Alaska","District S","State Senator","No candidate","No candidate","Lyman F. Hoffman",0,0,8175,1,0,0,"Democrat","male","N/A","male",2018
"191",191,"Arizona","District 1","State Representative","No candidate","David Stringer","Ed Gogek",0,67023,30055,0.309596407012917,0.690403592987083,0,"Republican","male","male","male",2018
"192",192,"Arizona","District 1","State Representative","No candidate","Noel Campbell","Jan Manolis",0,70130,32706,0.318040374965965,0.681959625034035,0,"Republican","female","male","male",2018
"193",193,"Arizona","District 1","State Senator","No candidate","Karen Fann","Jo Craycraft",0,76856,33554,0.303903631917399,0.696096368082601,0,"Republican","female","female","female",2018
"194",194,"Arizona","District 10","State Representative","Joshua Reillly","Todd Clodfelter","Domingo DeGrazia",7896,38697,42716,0.478294460804622,0.433293397082041,0.0884121421133368,"Democrat","male","male","male",2018
"195",195,"Arizona","District 10","State Representative","No candidate","No candidate","Kirsten Engel",0,0,49163,1,0,0,"Democrat","female","N/A","female",2018
"196",196,"Arizona","District 10","State Senator","No candidate","Marilyn Wiles","David Bradley",0,37187,52376,0.584795060460235,0.415204939539765,0,"Democrat","male","female","male",2018
"197",197,"Arizona","District 11","State Representative","No candidate","Bret Roberts","Hollace Lyon",0,48676,37992,0.438362486730973,0.561637513269027,0,"Republican","female","male","male",2018
"198",198,"Arizona","District 11","State Representative","No candidate","Mark Finchem","Marcela Quiroz",0,48563,37265,0.434182318124621,0.565817681875379,0,"Republican","female","male","male",2018
"199",199,"Arizona","District 11","State Senator","Mohammad Arif","Venden """"Vince"""" Leach","Ralph Atchue",1076,53232,43273,0.44345723040346,0.545516032834261,0.0110267367622795,"Republican","male","Unknown","Unknown",2018
"200",200,"Arizona","District 12","State Representative","No candidate","Travis Grantham","Joe Bisaccia",0,58928,37597,0.389505309505309,0.610494690494691,0,"Republican","male","male","male",2018
"201",201,"Arizona","District 12","State Representative","No candidate","Warren Petersen","Lynsey Robinson",0,59095,39841,0.40269467130266,0.59730532869734,0,"Republican","female","male","male",2018
"202",202,"Arizona","District 12","State Senator","No candidate","Eddie Farnsworth","Elizabeth Brown",0,60959,44449,0.421685261080753,0.578314738919247,0,"Republican","female","male","male",2018
"203",203,"Arizona","District 13","State Representative","No candidate","Joanne Osborne","Thomas Tzitzura",0,43780,28523,0.394492621329682,0.605507378670318,0,"Republican","male","female","female",2018
"204",204,"Arizona","District 13","State Representative","No candidate","Timothy """"Tim"""" Dunn","No candidate",0,46602,0,0,1,0,"Republican","N/A","male","male",2018
"205",205,"Arizona","District 13","State Senator","No candidate","Sine Kerr","Michelle Harris",0,50432,30215,0.374657457809962,0.625342542190038,0,"Republican","female","Unknown","Unknown",2018
"206",206,"Arizona","District 14","State Representative","No candidate","Becky Nutt","Bob Karp",0,46155,24539,0.347115738252186,0.652884261747815,0,"Republican","male","female","female",2018
"207",207,"Arizona","District 14","State Representative","No candidate","Gail Griffin","Shelley Renne-Leon",0,46797,25651,0.354060843639576,0.645939156360424,0,"Republican","female","female","female",2018
"208",208,"Arizona","District 14","State Senator","No candidate","David Gowan","Jaime Alvarez",0,48131,31368,0.394571000893093,0.605428999106907,0,"Republican","male","male","male",2018
"209",209,"Arizona","District 15","State Representative","No candidate","John Allen","Jennifer Samuels",0,49279,38565,0.439016893584081,0.560983106415919,0,"Republican","female","male","male",2018
"210",210,"Arizona","District 15","State Representative","No candidate","Nancy Barto","Julie Gunnigle",0,51305,37308,0.421021746244908,0.578978253755092,0,"Republican","female","female","female",2018
"211",211,"Arizona","District 15","State Senator","No candidate","Heather Carter","Kristin Dybvig-Pawelko",0,57264,37971,0.398708458024886,0.601291541975114,0,"Republican","female","female","female",2018
"212",212,"Arizona","District 16","State Representative","Richard Grayson","John Fillmore","Sharon Stinard",11646,46000,32018,0.357088686652391,0.513026409707352,0.129884903640257,"Republican","female","male","male",2018
"213",213,"Arizona","District 16","State Representative","No candidate","Kelly Townsend","No candidate",0,49643,0,0,1,0,"Republican","N/A","female","female",2018
"214",214,"Arizona","District 16","State Senator","No candidate","David Christian Farnsworth","Benjamin """"Ben"""" Carmitchel",0,51406,32261,0.385588105226672,0.614411894773328,0,"Republican","male","male","male",2018
"215",215,"Arizona","District 17","State Representative","No candidate","Jeff Weninger","Jennifer Pawlik",0,46520,46874,0.501895196693578,0.498104803306422,0,"Democrat","female","male","female",2018
"216",216,"Arizona","District 17","State Representative","No candidate","Nora Ellen","No candidate",0,43437,0,0,1,0,"Republican","N/A","female","female",2018
"217",217,"Arizona","District 17","State Senator","No candidate","J.D. Mesnard","Steve Weichert",0,48008,46264,0.490750169721656,0.509249830278343,0,"Republican","male","Unknown","Unknown",2018
"218",218,"Arizona","District 18","State Representative","No candidate","Greg Patterson","Denise """"Mitzi"""" Epstein",0,39578,52992,0.572453278599978,0.427546721400022,0,"Democrat","female","male","female",2018
"219",219,"Arizona","District 18","State Representative","No candidate","Jill Norgaard","Jennifer Jermaine",0,44269,50253,0.531654006474683,0.468345993525317,0,"Democrat","female","female","female",2018
"220",220,"Arizona","District 18","State Senator","No candidate","Frank Schmuck","Sean Bowie",0,43575,57401,0.56846181270797,0.43153818729203,0,"Democrat","male","male","male",2018
"221",221,"Arizona","District 19","State Representative","No candidate","No candidate","Diego Espinoza",0,0,26428,1,0,0,"Democrat","male","N/A","male",2018
"222",222,"Arizona","District 19","State Representative","No candidate","No candidate","Lorenzo Sierra",0,0,23319,1,0,0,"Democrat","male","N/A","male",2018
"223",223,"Arizona","District 19","State Senator","No candidate","No candidate","Lupe Chavira Contreras",0,0,32872,1,0,0,"Democrat","female","N/A","female",2018
"224",224,"Arizona","District 2","State Representative","No candidate","Anthony Sizer","Daniel Hernandez Jr",0,21543,30613,0.586950686402332,0.413049313597669,0,"Democrat","male","male","male",2018
"225",225,"Arizona","District 2","State Representative","No candidate","John Christopher Ackerley","Rosanna Gabaldon",0,21927,30481,0.581609677911769,0.418390322088231,0,"Democrat","female","male","female",2018
"226",226,"Arizona","District 2","State Senator","No candidate","Shelley Kais","Andrea Dalessandro",0,24925,36893,0.59680028470672,0.40319971529328,0,"Democrat","female","female","female",2018
"227",227,"Arizona","District 20","State Representative","No candidate","Anthony Kern","Christopher """"Chris"""" Gilfillan",0,34249,30855,0.473934013271074,0.526065986728926,0,"Republican","male","male","male",2018
"228",228,"Arizona","District 20","State Representative","No candidate","Shawnna Bolick","Hazel Chandler",0,33848,31979,0.485803697570906,0.514196302429094,0,"Republican","female","female","female",2018
"229",229,"Arizona","District 20","State Senator","No candidate","Paul Boyer","Douglas Ervin",0,35170,32352,0.479132727111164,0.520867272888836,0,"Republican","male","male","male",2018
"230",230,"Arizona","District 21","State Representative","No candidate","Kevin Payne","Bradley Hughes",0,41536,31348,0.430108117007848,0.569891882992152,0,"Republican","male","male","male",2018
"231",231,"Arizona","District 21","State Representative","No candidate","Tony Rivero","Gilbert Romero",0,39275,31756,0.447072405006265,0.552927594993735,0,"Republican","male","male","male",2018
"232",232,"Arizona","District 21","State Senator","No candidate","Rick Gray","No candidate",0,40869,0,0,1,0,"Republican","N/A","male","male",2018
"233",233,"Arizona","District 22","State Representative","No candidate","Ben Toma","Teri Sarmiento",0,65310,38895,0.373254642291637,0.626745357708363,0,"Republican","female","male","male",2018
"234",234,"Arizona","District 22","State Representative","No candidate","Frank Carroll","Valerie Harris",0,64729,37832,0.368873158413042,0.631126841586958,0,"Republican","female","male","male",2018
"235",235,"Arizona","District 22","State Senator","No candidate","David Livingston","Wendy Garcia",0,70775,40957,0.366564636809508,0.633435363190492,0,"Republican","female","male","male",2018
"236",236,"Arizona","District 23","State Representative","No candidate","Jay Lawrence","Eric Kurland",0,57099,51893,0.476117513211979,0.523882486788021,0,"Republican","male","male","male",2018
"237",237,"Arizona","District 23","State Representative","No candidate","John Kavanagh","No candidate",0,62797,0,0,1,0,"Republican","N/A","male","male",2018
"238",238,"Arizona","District 23","State Senator","No candidate","Michelle Ugenti-Rita","Daria Lohman",0,67852,45344,0.400579525778296,0.599420474221704,0,"Republican","female","female","female",2018
"239",239,"Arizona","District 24","State Representative","No candidate","David Alger Srre","Amish Shah",0,18853,39363,0.676154321835921,0.323845678164079,0,"Democrat","male","male","male",2018
"240",240,"Arizona","District 24","State Representative","No candidate","No candidate","Jennifer Longdon",0,0,40520,1,0,0,"Democrat","female","N/A","female",2018
"241",241,"Arizona","District 24","State Senator","No candidate","Vicki Alger","Lela Alston",0,18772,48245,0.719891967709686,0.280108032290314,0,"Democrat","female","female","female",2018
"242",242,"Arizona","District 25","State Representative","No candidate","Michelle Udall","Johnny Martin",0,52075,31540,0.377205046941338,0.622794953058662,0,"Republican","male","female","female",2018
"243",243,"Arizona","District 25","State Representative","No candidate","Russell W. """"Rusty"""" Bowers","No candidate",0,47067,0,0,1,0,"Republican","N/A","male","male",2018
"244",244,"Arizona","District 25","State Senator","No candidate","Tyler Pace","Kathy Mohr-Almeida",0,52208,32268,0.38197831336711,0.61802168663289,0,"Republican","female","male","male",2018
"245",245,"Arizona","District 26","State Representative","No candidate","Raymond D Speakman","Athena Salman",0,16676,29540,0.639172580924355,0.360827419075645,0,"Democrat","female","male","female",2018
"246",246,"Arizona","District 26","State Representative","No candidate","No candidate","Isela Blanc",0,0,28039,1,0,0,"Democrat","female","N/A","female",2018
"247",247,"Arizona","District 26","State Senator","No candidate","Rebecca Speakman","Juan Mendez",0,17086,32812,0.65758146619103,0.34241853380897,0,"Democrat","male","female","male",2018
