"","democrat","republican","other","state","year","district","democrat_incumbent","democrat_votes","republican_incumbent","republican_votes","other_incumbent","other_votes","gender_dem","gender_rep","winner_party","winner_gender","vote_prop_dem","vote_prop_rep","vote_prop_other"
"184","Jacqui Irwin","Kerry J. Nelson","No candidate","California",2016,"44","True",107084,"False",74417,"0",0,"female","female","Democrat","female",0.589991239717688,0.410008760282312,0
"185","Matt Dababneh","Jerry Kowal","No candidate","California",2016,"45","True",111148,"False",56257,"0",0,"male","male","Democrat","male",0.663946716047908,0.336053283952092,0
"186","Adrin Nazarian","No candidate","No candidate","California",2016,"46","True",138245,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"187","Cheryl Brown","No candidate","No candidate","California",2016,"47","True",114426,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"188","Blanca Rubio","Cory Ellenson","No candidate","California",2016,"48","False",87321,"False",48922,"0",0,"female","male","Democrat","female",0.640921001445946,0.359078998554054,0
"189","Edwin Chau","Peter Amundson","No candidate","California",2016,"49","True",82964,"False",35533,"0",0,"male","male","Democrat","male",0.70013586841861,0.29986413158139,0
"190","Richard Bloom","Matthew Gene Craffey","No candidate","California",2016,"50","True",158967,"False",54016,"0",0,"male","male","Democrat","male",0.746383514177188,0.253616485822812,0
"191","Jimmy Gomez","No candidate","Mike Everling","California",2016,"51","True",110036,"False",0,"False",17724,"male","N/A","Democrat","male",0.861271133375078,0,0.138728866624922
"192","Freddie Rodriguez","No candidate","No candidate","California",2016,"52","True",109701,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"193","Miguel Santiago","No candidate","No candidate","California",2016,"53","True",87541,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"194","Sebastian Ridley-Thomas","Glen Ratcliff","No candidate","California",2016,"54","True",146723,"False",33119,"0",0,"male","male","Democrat","male",0.815843907429855,0.184156092570145,0
"195","Gregg D. Fritchle","Phillip Chen","No candidate","California",2016,"55","False",72471,"False",98960,"0",0,"male","male","Republican","male",0.422741511161925,0.577258488838075,0
"196","Eduardo Garcia","No candidate","No candidate","California",2016,"56","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"197","Ian Charles Calderon","Rita Topalian","No candidate","California",2016,"57","True",93339,"False",55577,"0",0,"male","female","Democrat","male",0.626789599505762,0.373210400494238,0
"198","Cristina Garcia","Ramiro Alvarado","No candidate","California",2016,"58","True",105170,"False",34449,"0",0,"female","male","Democrat","female",0.753264240540328,0.246735759459672,0
"199","Reginald Jones-Sawyer","No candidate","No candidate","California",2016,"59","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"200","Sabrina Cervantes","Eric Linder","No candidate","California",2016,"60","False",77404,"True",64710,"0",0,"female","male","Democrat","female",0.54466132822945,0.45533867177055,0
"201","Jose Medina","Hector Diaz","No candidate","California",2016,"61","True",90663,"False",46924,"0",0,"male","male","Democrat","male",0.658950336877757,0.341049663122243,0
"202","Autumn Burke","Marco Leal","Baron Bruno","California",2016,"62","True",123699,"False",27628,"False",8958,"female","male","Democrat","female",0.771744080855975,0.172367969554232,0.0558879495897932
"203","Anthony Rendon","Adam J. Miller","No candidate","California",2016,"63","True",89134,"False",25680,"0",0,"male","male","Democrat","male",0.776333896563137,0.223666103436863,0
"204","Mike Gipson","Theresa Sanford","No candidate","California",2016,"64","True",86419,"False",31300,"0",0,"male","female","Democrat","male",0.734112590151123,0.265887409848877,0
"205","Sharon Quirk-Silva","Young Kim","No candidate","California",2016,"65","False",79654,"True",69941,"0",0,"female","male","Democrat","female",0.532464320331562,0.467535679668438,0
"206","Al Muratsuchi","David Hadley","No candidate","California",2016,"66","False",105336,"True",89308,"0",0,"male","male","Democrat","male",0.541172602289308,0.458827397710692,0
"207","Jorge Lopez","Melissa Melendez","No candidate","California",2016,"67","False",60996,"True",107654,"0",0,"male","female","Republican","female",0.361672101986362,0.638327898013638,0
"208","Sean Jay Panahi","Steven S. Choi","No candidate","California",2016,"68","False",75231,"False",114210,"0",0,"male","male","Republican","male",0.397121003373082,0.602878996626918,0
"209","Tom Daly","Ofelia Velarde-Garcia","No candidate","California",2016,"69","True",69640,"False",32324,"0",0,"male","female","Democrat","male",0.682986151975207,0.317013848024793,0
"210","Patrick O'Donnell","Martha Flores-Gibson","No candidate","California",2016,"70","True",107389,"False",53805,"0",0,"male","female","Democrat","male",0.666209660409196,0.333790339590804,0
"211","No candidate","Randy Voepel","No candidate","California",2016,"71","False",0,"False",164233,"0",0,"N/A","male","Republican","male",0,1,0
"212","Lenore Albert-Sheridan","Travis Allen","No candidate","California",2016,"72","False",71332,"True",98335,"0",0,"female","male","Republican","male",0.420423535513683,0.579576464486317,0
"213","Mesbah Islam","William Brough","No candidate","California",2016,"73","False",65662,"True",144653,"0",0,"Unknown","male","Republican","male",0.312207878658203,0.687792121341797,0
"214","Karina Onofre","Matthew Harper","No candidate","California",2016,"74","False",89362,"True",114477,"0",0,"female","male","Republican","male",0.438395007824803,0.561604992175197,0
"215","Andrew Masiel Sr.","Marie Waldron","No candidate","California",2016,"75","False",65770,"True",111598,"0",0,"male","female","Republican","female",0.3708109692842,0.6291890307158,0
"216","No candidate","Rocky Chavez","No candidate","California",2016,"76","False",0,"True",160854,"0",0,"N/A","male","Republican","male",0,1,0
"217","Melinda K. Vasquez","Brian Maienschein","No candidate","California",2016,"77","False",88344,"True",121140,"0",0,"female","male","Republican","male",0.421721945351435,0.578278054648565,0
"218","Todd Gloria","Kevin D. Melton","No candidate","California",2016,"78","False",145850,"False",65134,"0",0,"male","male","Democrat","male",0.691284647177037,0.308715352822963,0
"219","Shirley Weber","John Moore","No candidate","California",2016,"79","True",114080,"False",60827,"0",0,"female","male","Democrat","female",0.65223232918065,0.34776767081935,0
"220","Lorena Gonzalez","Lincoln Pickard","No candidate","California",2016,"80","True",108655,"False",30917,"0",0,"female","male","Democrat","female",0.778487089100966,0.221512910899034,0
"221","Susan Lontine","Raymond Garcia","No candidate","Colorado",2016,"1","True",17474,"False",11154,"0",0,"female","male","Democrat","female",0.610381444739416,0.389618555260584,0
"222","Alec Garnett","Paul Linton","No candidate","Colorado",2016,"2","True",34422,"False",12550,"0",0,"male","male","Democrat","male",0.732819552073576,0.267180447926424,0
"223","Jeff Bridges","Katy Brown","No candidate","Colorado",2016,"3","False",22016,"False",19892,"0",0,"male","female","Democrat","male",0.525341223632719,0.474658776367281,0
"224","Dan Pabon","Gavin Marie Halligan","No candidate","Colorado",2016,"4","True",25224,"False",7577,"0",0,"male","male","Democrat","male",0.769000945093137,0.230999054906863,0
"225","Crisanta Duran","Ronnie Nelson","No candidate","Colorado",2016,"5","True",26130,"False",7668,"0",0,"female","male","Democrat","female",0.773122669980472,0.226877330019528,0
"226","Chris Hansen","No candidate","No candidate","Colorado",2016,"6","False",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"227","James Coleman","No candidate","No candidate","Colorado",2016,"7","False",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"228","Leslie Herod","Evan Vanderpool","No candidate","Colorado",2016,"8","False",38101,"False",6822,"0",0,"female","male","Democrat","female",0.848140150924916,0.151859849075084,0
"229","Paul Rosenthal","Paul Martin","No candidate","Colorado",2016,"9","True",25709,"False",13328,"0",0,"male","male","Democrat","male",0.658580321233701,0.341419678766299,0
"230","Edie Hooton","No candidate","No candidate","Colorado",2016,"10","False",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"231","Jonathan Singer","Corey Piper","No candidate","Colorado",2016,"11","True",25327,"False",16749,"0",0,"male","male","Democrat","male",0.601934594543208,0.398065405456792,0
"232","Mike Foote","Bob Dillon","No candidate","Colorado",2016,"12","True",29663,"False",15906,"0",0,"male","male","Democrat","male",0.650946915666352,0.349053084333648,0
"233","KC Becker","No candidate","No candidate","Colorado",2016,"13","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"234","Chris Walters","Dan Nordberg","No candidate","Colorado",2016,"14","False",12077,"True",31766,"0",0,"male","male","Republican","male",0.275460164678512,0.724539835321488,0
"235","Sharon Huff","Dave Williams","No candidate","Colorado",2016,"15","False",11962,"False",25239,"0",0,"female","male","Republican","male",0.32155049595441,0.67844950404559,0
"236","No candidate","Larry Liston","John Hjersman","Colorado",2016,"16","False",0,"False",26225,"False",10262,"N/A","male","Republican","male",0,0.718749143530573,0.281250856469427
"237","Tony Exum","Kit Roupe","Susan Quilleash","Colorado",2016,"17","False",11445,"True",9613,"False",2116,"male","male","Democrat","male",0.493872443255372,0.414818330888064,0.0913092258565634
"238","Pete Lee","Cameron Forth","Norman Dawson","Colorado",2016,"18","True",21145,"False",15556,"False",2972,"male","male","Democrat","male",0.532982128903788,0.392105462153102,0.0749124089431099
"239","Tom Reynolds","Paul Lundeen","No candidate","Colorado",2016,"19","False",10258,"True",40011,"0",0,"male","male","Republican","male",0.204062145656369,0.795937854343631,0
"240","Julia Endicott","Terri Carver","Judith Darcy","Colorado",2016,"20","False",12461,"True",26517,"False",2425,"female","female","Republican","female",0.300968528850566,0.640460836171292,0.0585706349781417
"241","No candidate","Lois Landgraf","Michael Seebeck","Colorado",2016,"21","False",0,"True",17358,"False",7904,"N/A","female","Republican","female",0,0.687118992953844,0.312881007046156
"242","No candidate","Justin Everett","Mary Parker","Colorado",2016,"22","False",0,"True",26311,"False",17207,"N/A","male","Republican","male",0,0.604600395238752,0.395399604761248
"243","Christopher Louis Kennedy","Chris Hadsall","No candidate","Colorado",2016,"23","False",23872,"False",18850,"0",0,"male","male","Democrat","male",0.558775338233229,0.441224661766771,0
"244","Jessie Danielson","Joseph DeMott","No candidate","Colorado",2016,"24","True",24103,"False",18191,"0",0,"female","male","Democrat","female",0.569891710408096,0.430108289591904,0
"245","Tammy Story","Tim Leonard","No candidate","Colorado",2016,"25","False",24381,"True",26232,"0",0,"female","male","Republican","male",0.481714184102898,0.518285815897102,0
"246","Diane Mitsch Bush","Michael Cacioppo","No candidate","Colorado",2016,"26","True",22442,"False",14498,"0",0,"female","male","Democrat","female",0.607525717379534,0.392474282620466,0
"247","Wade Michael Norris","Lang Sias","Doug Miracle","Colorado",2016,"27","False",20098,"True",26554,"False",2966,"male","male","Republican","male",0.405054617275989,0.535168688782297,0.0597766939417147
"248","Brittany Pettersen","Nancy Pallozzi","Matthew Hess","Colorado",2016,"28","True",22431,"False",14522,"False",3402,"female","female","Democrat","female",0.5558419031099,0.359856275554454,0.0843018213356461
"249","Tracy Kraft-Tharp","Susan Kochevar","No candidate","Colorado",2016,"29","True",21701,"False",18072,"0",0,"female","female","Democrat","female",0.545621401453247,0.454378598546753,0
"250","Dafna Michaelson Jenet","JoAnn Windholz","No candidate","Colorado",2016,"30","False",15844,"True",13395,"0",0,"female","female","Democrat","female",0.541878997229727,0.458121002770273,0
"251","Joe Salazar","Jessica Sandgren","No candidate","Colorado",2016,"31","True",18452,"False",14861,"0",0,"male","female","Democrat","male",0.5538978777054,0.4461021222946,0
"252","Adrienne Benavidez","Alexander Jacobson","No candidate","Colorado",2016,"32","False",15736,"False",8710,"0",0,"female","male","Democrat","female",0.643704491532357,0.356295508467643,0
"253","Matt Gray","Karen Nelson","Kim Tavendale","Colorado",2016,"33","False",25268,"False",20197,"False",2982,"male","female","Democrat","male",0.521559642495923,0.416888558631081,0.0615517988729952
"254","Steve Lebsock","Dustin Johnson","Jenice ""J.J."" Dove","Colorado",2016,"34","True",14865,"False",13061,"False",1802,"male","male","Democrat","male",0.500033638320775,0.439350107642626,0.0606162540365985
"255","Faith Winter","Emily Voss","No candidate","Colorado",2016,"35","True",20198,"False",15660,"0",0,"female","female","Democrat","female",0.563277371855653,0.436722628144347,0
"256","Mike Weissman","Richard Bowman","No candidate","Colorado",2016,"36","False",19423,"False",15708,"0",0,"male","male","Democrat","male",0.552873530500128,0.447126469499872,0
"257","Carol Barrett","Cole Wist","No candidate","Colorado",2016,"37","False",19516,"True",23518,"0",0,"female","male","Republican","male",0.453501882232653,0.546498117767347,0
"258","Robert Bowen","Susan Beckman","No candidate","Colorado",2016,"38","False",21380,"False",29316,"0",0,"male","female","Republican","female",0.421729525011835,0.578270474988165,0
"259","Richard Opler","Polly Lawrence","No candidate","Colorado",2016,"39","False",13478,"True",33472,"0",0,"male","female","Republican","female",0.287071352502662,0.712928647497338,0
"260","Janet Buckner","Todd Brophy","No candidate","Colorado",2016,"40","True",21391,"False",15691,"0",0,"female","male","Democrat","female",0.576856695971091,0.423143304028909,0
"261","Jovan Melton","Linda Garrison","No candidate","Colorado",2016,"41","True",20933,"False",13874,"0",0,"male","female","Democrat","male",0.601402016835694,0.398597983164306,0
"262","Dominique Jackson","Mike Donald","No candidate","Colorado",2016,"42","False",16103,"False",7265,"0",0,"female","male","Democrat","female",0.6891047586443,0.3108952413557,0
"263","Scott Wagner","Kevin Van Winkle","No candidate","Colorado",2016,"43","False",17483,"True",26595,"0",0,"male","male","Republican","male",0.396637778483597,0.603362221516403,0
"264","Tim Hicks","Kim Ransom","No candidate","Colorado",2016,"44","False",16250,"True",29710,"0",0,"male","female","Republican","female",0.353568320278503,0.646431679721497,0
"265","Shantell Schweikart","Patrick Neville","No candidate","Colorado",2016,"45","False",15109,"True",35321,"0",0,"female","male","Republican","male",0.299603410668253,0.700396589331747,0
"266","Daneya Esgar","No candidate","No candidate","Colorado",2016,"46","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"267","Jason Munoz","Clarice Navarro-Ratzlaff","No candidate","Colorado",2016,"47","False",15891,"True",21714,"0",0,"male","female","Republican","female",0.422576785001994,0.577423214998006,0
"268","Annie King","Stephen Humphrey","No candidate","Colorado",2016,"48","False",14168,"True",30417,"0",0,"female","male","Republican","male",0.317775036447236,0.682224963552764,0
"269","Buzz Sweeney","Perry Buck","No candidate","Colorado",2016,"49","False",21210,"True",35412,"0",0,"male","male","Republican","male",0.374589382218926,0.625410617781075,0
"270","Dave Young","John Honeycutt","Roy Dakroub","Colorado",2016,"50","True",14803,"False",10479,"False",1401,"male","male","Democrat","male",0.554772701720196,0.392721957800847,0.0525053404789566
